지역구,어린이집명,주소
금천구,금천구육아종합지원센터(독산점),서울특별시 금천구 두산로 70 T동 L층 101호
금천구,금천구육아종합지원센터(아이세상놀이터),서울특별시 금천구 두산로 70 T동 1층 103호
금천구,서울 금천구육아종합지원센터,서울특별시 금천구 시흥동 시흥대로73길 70 지하1층
성북구,키움누리어린이집,서울특별시 성북구 서경로 60 길음뉴타운 11단지 롯데캐슬골든힐스 단지 내
강동구,구립힐스아이어린이집,서울특별시 강동구 올림픽로91길 30 관리동(구립힐스아이어린이집)
강동구,구립롯데캐슬베네루체어린이집,서울특별시 강동구 구천면로 630 고덕롯데캐슬베네루체 관리동(구립롯데캐슬베네루체어린이집)
강동구,구립센트럴아이파크어린이집,서울특별시 강동구 고덕로80길 99 관리동(구립센트럴아이파크어린이집)
중랑구,우리들어린이집,서울특별시 중랑구 공릉로4길 18-13 (묵동)
금천구,구립소나무어린이집,서울특별시 금천구 독산로58나길 81
동대문구,데시앙어린이집,"서울특별시 동대문구 장한로27길 37 관리동(장안동, 더퍼스트데시앙아파트)"
강북구,구립꿈의숲해링턴어린이집,서울특별시 강북구 오현로 45 꿈의숲해링턴플레이스아파트 114동 (지하1층)
은평구,구립 숲속향기어린이집,서울특별시 은평구 연서로48길 12 510동 1층
서대문구,자람어린이집,서울특별시 서대문구 가재울미래로 2 DMC파크뷰자이 4단지 내 402동 1층
강동구,베베키즈어린이집,"서울특별시 강동구 고덕로 333 112동 105호(고덕동, 고덕그라시움아파트)"
양천구,두산로다어린이집,서울특별시 양천구 신월로20길 7 신정뉴타운 두산위브 관리동
은평구,구립 가온누리어린이집,서울특별시 은평구 갈현로31길 14-9
성북구,하이키즈어린이집,서울특별시 성북구 한천로 713 513동 102호 (래미안장위퍼스트하이)
성북구,초롱어린이집,서울특별시 성북구 한천로90길 49 1층
은평구,구립 움찬어린이집,서울특별시 은평구 불광로 64 불광 롯데캐슬
관악구,아이랑 난향점,서울특별시 관악구 난곡로9길 29-2 3층 아이랑 난향점
은평구,구립 한빛어린이집,서울특별시 은평구 백련산로 67 (백련산파크자이)
강동구,어울림어린이집,서울특별시 강동구 고덕로 333 127동 104호(고덕그라시움)
송파구,더나은어린이집,서울특별시 송파구 충민로 152 306동 104호(송파파인타운3단지)
서초구,LG전자 서초어린이집,서울특별시 서초구 양재대로11길 19 고객센터3층
중랑구,서일대학교부설어린이집,서울특별시 중랑구 용마산로90길 28-5 (면목동)
서초구,서초구립 나래어린이집,서울특별시 서초구 양재대로2길 33 지상1층
금천구,구립초록빛어린이집,서울특별시 금천구 시흥대로68길 89
중랑구,꿈터어린이집,서울특별시 중랑구 사가정로42길 90 두산아파트 관리동(면목동)
서초구,서초구립 신반포리오센트어린이집,서울특별시 서초구 잠원로14길 32
마포구,마포한강아이파크어린이집,서울특별시 마포구 희우정로 77 102동 1층
마포구,마포자이 더 센트리지어린이집,서울특별시 마포구 숭문길 98 관리동 1층
중랑구,도란도란공동육아방,서울특별시 중랑구 봉화산로30길 89
은평구,구립 매바위어린이집,서울특별시 은평구 응암로30길 16 백련산SK뷰아이파크
강서구,이화의료원어린이집,서울특별시 강서구 공항대로 260 B관 4층
성북구,그린나래어린이집,서울특별시 성북구 한천로 713 506동 1층
은평구,구립 꿈터어린이집,서울특별시 은평구 갈현로33길 24 갈현동현대아파트
동대문구,아름다운어린이집,서울특별시 동대문구 황물로7길 21
중랑구,신사임당어린이집,"서울특별시 중랑구 신내로 51 104동 103호(신내동, 성원아파트)"
강남구,지혜어린이집,서울특별시 강남구 삼성로 11
강동구,구립그라시움별빛어린이집,"서울특별시 강동구 고덕로 333 140동 1층(고덕동, 고덕그라시움아파트)"
강동구,구립그라시움물빛어린이집,"서울특별시 강동구 고덕로 333 119동 1층(고덕동, 고덕그라시움아파트)"
강동구,구립그라시움은빛어린이집,"서울특별시 강동구 고덕로 333 113동 1층(고덕동, 고덕그라시움아파트)"
강서구,N젤어린이집,서울특별시 강서구 마곡중앙로 177
중랑구,대상어린이집,서울특별시 중랑구 면목로 470 대상빌딩 내 1층(상봉동)
강서구,구립 아이편한어린이집,"서울특별시 강서구 공항대로 583 염창동, e편한세상 염창아파트 관리동"
구로구,햇살어린이집,서울특별시 구로구 경인로47다길 34-7 우성꿈동산 아파트 우성상가(고척동)
구로구,늘사랑어린이집,서울특별시 구로구 구로중앙로40길 24
구로구,꽃망울어린이집,"서울특별시 구로구 항동로 72 관리동(항동, 하버라인 4단지)"
구로구,자연숲어린이집,"서울특별시 구로구 연동로 234 관리동(항동, 하버라인 2단지)"
금천구,꾸미어린이집,서울특별시 금천구 시흥대로77길 23 시흥베르빌 아파트 101동 104호
종로구,선재어린이집,서울특별시 종로구 우정국로 51-4
은평구,구립 솔찬어린이집,서울특별시 은평구 가좌로 334
관악구,구립e편한2단지어린이집,서울특별시 관악구 청룡16길 43 서울대입구e편한세상2단지 206동 앞
관악구,구립e편한1단지어린이집,서울특별시 관악구 청룡10길 45 서울대입구e편한세상1단지 105동 앞
관악구,구립신사어린이집,서울특별시 관악구 관천로21길 16
서초구,서초구립 누리아미어린이집,서울특별시 서초구 서운로26길 3 서초4동 열린문화센터 내
강동구,구립래미안솔베뉴어린이집,서울특별시 강동구 양재대로 1650 구립래미안솔베뉴어린이집
서대문구,은파어린이집,서울특별시 서대문구 간호대로 12-11 (홍제동)
동대문구,휘경SK뷰어린이집,"서울특별시 동대문구 휘경로 60 휘경SK뷰아파트, 관리동"
강서구,지니어스Bebe어린이집,서울특별시 강서구 양천로30길 108 1동 112호
중구,신당하나어린이집,서울특별시 중구 왕십리로 407 신당파인힐하나유보라 103동 1층
구로구,예크어린이집,서울특별시 구로구 개봉로20길 158 현대홈타운 2단지아파트 관리동 1층
중구,푸르지오비씨 어린이집,서울특별시 중구 을지로4가 을지로 170
성북구,아름드리어린이집,서울특별시 성북구 장월로 160 래미안장위포레카운티 104동 1층
강남구,강남구육아종합지원센터,서울특별시 강남구 도곡로18길 57
은평구,구립 늘봄어린이집,서울특별시 은평구 통일로 610 힐스테이트녹번 106동 1층
중구,교원&하나투어 공동직장어린이집,서울특별시 중구 을지로2가 을지로 55 교원명동빌딩 3층
은평구,구립 향림어린이집,서울특별시 은평구 연서로41가길 24-1
송파구,사랑해어린이집,서울특별시 송파구 동남로24길 37 1층
서초구,KCC직장어린이집,서울특별시 서초구 사평대로 334-2 1층
양천구,구립 봄샘어린이집,서울특별시 양천구 목동남로4길 80 목동파크자이아파트
양천구,구립 이든샘어린이집,서울특별시 양천구 신정로7길 75 이든채아파트
서대문구,예솔어린이집,서울특별시 서대문구 증가로 150 DMC2차아이파크 아파트
은평구,구립 맑은별어린이집,서울특별시 은평구 서오릉로21길 47 갈현이편한세상 103-104
은평구,구립 내숲어린이집,서울특별시 은평구 은평터널로 121-6 이랜드타운아파트 101-102
송파구,헬리오마음어린이집,"서울특별시 송파구 송파대로 345 , 510동 앞(가락동, 헬리오시티)"
서대문구,키움어린이집,서울특별시 서대문구 홍제천로 136 연희파크푸르지오
송파구,사랑별어린이집,"서울특별시 송파구 송파대로 345 201동 102호(가락동, 헬리오시티)"
구로구,느티나무어린이집,서울특별시 구로구 항동로 43 1층 관리동
강남구,어린왕자어린이집,서울특별시 강남구 자곡로7길 8-16
강남구,천사어린이집,서울특별시 강남구 삼성로 212 17동 115호
은평구,자이안어린이집,서울특별시 은평구 통일로 1034
영등포구,여의도 하나금융그룹 직장어린이집,서울특별시 영등포구 여의나루로 53-1 3층
영등포구,신길햇살아이파크어린이집,서울특별시 영등포구 가마산로 426
송파구,오금물빛어린이집,서울특별시 송파구 성내천로 103
은평구,구립 기자촌어린이집,서울특별시 은평구 연서로46길 7 1105동 1층
구로구,푸르지오아이숲어린이집,서울특별시 구로구 중앙로 121 고척파크푸르지오 관리동
구로구,꿈나무어린이집,"서울특별시 구로구 구일로4길 46 204동 105호(구로동,현대연예인아파트)"
서대문구,키움어린이집,"서울특별시 서대문구 홍제천로 136 103동 1층(연희동, 연희파크푸르지오)"
은평구,은평성모병원어린이집,서울특별시 은평구 통일로 1021 별관2층
성북구,가온누리어린이집,서울특별시 성북구 숭인로 50 122동 1층
성동구,구립 해온어린이집,서울특별시 성동구 성수동1가 왕십리로5길 3
강서구,EMS어린이집,서울특별시 강서구 화곡로63길 65 예원교회 교육관 1층
송파구,헬리오사랑어린이집,"서울특별시 송파구 송파대로 345 , 201동 앞(가락동, 헬리오시티)"
송파구,헬리오바른어린이집,"서울특별시 송파구 송파대로 345 , 515동 앞(가락동, 헬리오시티)"
서초구,서리풀노리학교,서울특별시 서초구 사임당로 115 1층
서대문구,가재울어린이집,서울특별시 서대문구 모래내로15길 31
은평구,구립 은뜨락어린이집,서울특별시 은평구 통일로 972
송파구,거여리본타운어린이집,서울특별시 송파구 오금로53길 14
송파구,가나안어린이집,"서울특별시 송파구 송파대로 345 514동 103호(가락동, 헬리오시티)"
송파구,동화숲어린이집,"서울특별시 송파구 송파대로 345 406동 104호(가락동, 헬리오시티)"
송파구,헬리오어린이집,"서울특별시 송파구 송파대로 345 206동 103호(가락동, 헬리오시티)"
강서구,아장닷컴어린이집,서울특별시 강서구 화곡로42나길 30-17
금천구,구립해맑은어린이집,서울특별시 금천구 독산로35길 15-6 한백아트 101호
강북구,구립번동어린이집,서울특별시 강북구 한천로124나길 34
광진구,구립 사랑모아어린이집,서울특별시 광진구 광나루로56길 32 구의현대아파트 202동 103호
강북구,구립킨더어린이집,"서울특별시 강북구 숭인로 39 관리동 1층(미아동,송천센트레빌아파트)"
동대문구,아이뜰어린이집,"서울특별시 동대문구 사가정로 190 13동 101호(전농동,전농우성아파트)"
동대문구,아이랑어린이집,"서울특별시 동대문구 한천로55길 9 102동 109호(이문동,이문동삼익아파트)"
