field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,_GC_TYPE,_CLEANADDR,_X,_Y
2.02202E+15,2022년 2월 14일 08시,월요일,경상남도 양산시 상북면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,남,47세,경상,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022021100100037,2022년 2월 11일 07시,금요일,서울특별시 서초구 양재동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,62세,경상,대,서울특별시 서초구 양재동,127.0385688,37.46880589
2022021400100215,2022년 2월 14일 13시,월요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,42세,경상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022021600100075,2022년 2월 16일 09시,수요일,서울특별시 서초구 신원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,34세,상해없음,화물,남,46세,경상,대,서울특별시 서초구 신원동,127.063971,37.44516352
2022022100100222,2022년 2월 21일 13시,월요일,충청북도 청주시 흥덕구 강내면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,22세,상해없음,화물,남,40세,경상,대,충청북도 청주시 흥덕구 강내면,127.3572025,36.60410869
2022021500100289,2022년 2월 15일 17시,화요일,대전광역시 동구 비룡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,특수,여,44세,경상,대,대전광역시 동구 비룡동,127.4738638,36.34545624
2022021900100085,2022년 2월 19일 10시,토요일,서울특별시 서초구 원지동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,60세,상해없음,승합,남,52세,부상신고,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022021200100013,2022년 2월 12일 01시,토요일,경기도 용인시 기흥구 공세동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,화물,남,43세,중상,승용,남,41세,상해없음,대,경기도 용인시 기흥구 공세동,127.1122478,37.23813673
2022021100100257,2022년 2월 11일 15시,금요일,경기도 용인시 기흥구 하갈동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,42세,상해없음,승합,남,44세,경상,대,경기도 용인시 기흥구 하갈동,127.092931,37.25029461
2022021500100009,2022년 2월 15일 04시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,기타불명,기타불명,미분류,기타불명,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2022021800100222,2022년 2월 18일 13시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,4,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승용,여,49세,부상신고,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022021800100229,2022년 2월 18일 13시,금요일,대구광역시 북구 사수동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,58세,중상,대,대구광역시 북구 사수동,128.5134227,35.90155025
2022021500100117,2022년 2월 15일 11시,화요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,33세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022022000100349,2022년 2월 20일 23시,일요일,경상남도 양산시 하북면,경상사고,0,0,2,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,29세,경상,대,경상남도 양산시 하북면,129.0936549,35.45664037
2022022500100308,2022년 2월 25일 15시,금요일,대전광역시 대덕구 신대동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,52세,경상,대,대전광역시 대덕구 신대동,127.415357,36.39330696
2022021800100022,2022년 2월 18일 03시,금요일,경상북도 경산시 진량읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,43세,상해없음,승용,남,51세,중상,대,경상북도 경산시 진량읍,128.8260362,35.86998153
2022022600100007,2022년 2월 26일 00시,토요일,경기도 성남시 분당구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,54세,상해없음,승용,남,52세,경상,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2022021600100036,2022년 2월 16일 07시,수요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,1,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,48세,부상신고,대,경기도 용인시 기흥구 보라동,127.112376,37.25606669
2022022200100292,2022년 2월 22일 16시,화요일,경기도 평택시 진위면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,50세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2022021900100025,2022년 2월 19일 04시,토요일,부산광역시 금정구 두구동,중상사고,0,1,0,1,차대차 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,35세,부상신고,승용,여,30세,상해없음,대,부산광역시 금정구 두구동,129.1104212,35.28746139
2022022500100423,2022년 2월 25일 18시,금요일,서울특별시 서초구 원지동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,67세,상해없음,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022030100100153,2022년 3월 1일 14시,화요일,경상남도 양산시 하북면,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,47세,상해없음,승용,남,54세,경상,대,경상남도 양산시 하북면,129.0936549,35.45664037
2022022100100401,2022년 2월 21일 18시,월요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,56세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022022200100243,2022년 2월 22일 14시,화요일,경기도 오산시 부산동,경상사고,0,0,2,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,남,29세,경상,대,경기도 오산시 부산동,127.0877482,37.1534478
2.02202E+15,2022년 2월 24일 11시,목요일,경기도 평택시 진위면,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,57세,부상신고,대,경기도 평택시 진위면,127.0807195,37.11011987
2022022600100497,2022년 2월 26일 23시,토요일,부산광역시 금정구 노포동,중상사고,0,1,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,승용,남,29세,중상,대,부산광역시 금정구 노포동,129.0887511,35.2895645
2022030200100453,2022년 3월 2일 19시,수요일,충청남도 천안시 동남구 신부동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,61세,상해없음,승용,남,43세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022022100100331,2022년 2월 21일 16시,월요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,39세,상해없음,승용,여,54세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022030100100293,2022년 3월 1일 19시,화요일,경기도 용인시 수지구 죽전동,경상사고,0,0,6,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,60세,경상,대,경기도 용인시 수지구 죽전동,127.1225318,37.32905336
2022022500100029,2022년 2월 25일 06시,금요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,중상,승용,남,51세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022022700100105,2022년 2월 27일 12시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,45세,경상,대,경기도 오산시 오산동,127.0665339,37.14866311
2022022600100386,2022년 2월 26일 19시,토요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,27세,상해없음,승합,여,53세,경상,대,경기도 용인시 기흥구 공세동,127.1122478,37.23813673
2.02202E+15,2022년 2월 19일 09시,토요일,충청북도 청주시 서원구 남이면,경상사고,0,0,4,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,승용,남,32세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2.02202E+15,2022년 2월 26일 21시,토요일,경기도 용인시 처인구 남사읍,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,화물,남,61세,부상신고,승합,남,41세,상해없음,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022030100100015,2022년 3월 1일 05시,화요일,울산광역시 울주군 언양읍,중상사고,0,2,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,64세,경상,승용,여,55세,경상,대,울산광역시 울주군 언양읍,129.1587376,35.58521245
2.02203E+15,2022년 3월 5일 02시,토요일,경기도 안성시 원곡면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,54세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022031200100398,2022년 3월 12일 20시,토요일,경상북도 칠곡군 왜관읍,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,승용,남,23세,경상,대,경상북도 칠곡군 왜관읍,128.4111579,35.9648205
2022022600100312,2022년 2월 26일 17시,토요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,62세,경상,대,충청남도 천안시 동남구 성남면,127.2325011,36.72908092
2.02203E+15,2022년 3월 9일 00시,수요일,충청남도 천안시 서북구 입장면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,기타,단일로 - 기타,승용,남,60세,상해없음,화물,남,55세,상해없음,대,충청남도 천안시 서북구 입장면,127.2256147,36.9142991
2022030800100051,2022년 3월 8일 08시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,56세,상해없음,승용,남,29세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022022500100285,2022년 2월 25일 14시,금요일,대구광역시 달성군 하빈면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,39세,상해없음,승용,여,56세,경상,대,대구광역시 달성군 하빈면,128.4291922,35.89716332
2022030600100138,2022년 3월 6일 14시,일요일,경기도 용인시 기흥구 보라동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,61세,상해없음,대,경기도 용인시 기흥구 보라동,127.112376,37.25606669
2022030400100137,2022년 3월 4일 12시,금요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,50세,상해없음,승용,남,45세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022030700100012,2022년 3월 7일 03시,월요일,경기도 성남시 분당구 분당동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,화물,남,62세,중상,대,경기도 성남시 분당구 분당동,127.1429982,37.36949099
2022030400100168,2022년 3월 4일 13시,금요일,충청북도 청주시 서원구 남이면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,28세,상해없음,승용,남,45세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022030200100482,2022년 3월 2일 20시,수요일,경기도 화성시 방교동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,41세,경상,대,경기도 화성시 방교동,127.088547,37.17264139
2022031400100388,2022년 3월 14일 20시,월요일,경기도 성남시 분당구 판교동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,,,,,대,경기도 성남시 분당구 판교동,127.0936883,37.39335145
2022031900100143,2022년 3월 19일 12시,토요일,서울특별시 서초구 원지동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,42세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2.02203E+15,2022년 3월 20일 11시,일요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세,상해없음,승합,남,43세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022031700100072,2022년 3월 17일 08시,목요일,경상북도 칠곡군 왜관읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,45세,상해없음,승용,남,31세,경상,대,경상북도 칠곡군 왜관읍,128.4111579,35.9648205
