사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
뺑소니사고,2021080900100414,2021년 8월 9일 17시,월요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,여,31세,경상
뺑소니사고,2021081000100472,2021년 8월 10일 20시,화요일,부산광역시 사상구 감전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,28세,경상
뺑소니사고,2021081100100195,2021년 8월 11일 12시,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,보행자,여,23세,경상
뺑소니사고,2021081400100225,2021년 8월 14일 14시,토요일,부산광역시 금정구 장전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,여,29세,경상
뺑소니사고,2021081700100064,2021년 8월 17일 08시,화요일,부산광역시 북구 화명동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,이륜,남,46세,경상
뺑소니사고,2021081700100272,2021년 8월 17일 14시,화요일,부산광역시 부산진구 범천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,84세,상해없음,승용,여,36세,경상
뺑소니사고,2021081900100131,2021년 8월 19일 10시,목요일,부산광역시 부산진구 범전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,59세,상해없음,승용,남,57세,경상
뺑소니사고,2021081900100246,2021년 8월 19일 13시,목요일,부산광역시 부산진구 부암동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,70세,상해없음,승용,여,31세,경상
뺑소니사고,2021082200100042,2021년 8월 22일 07시,일요일,부산광역시 금정구 장전동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,승용,여,24세,경상
뺑소니사고,2021082200100196,2021년 8월 22일 15시,일요일,부산광역시 사상구 주례동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,자전거,남,39세,경상
뺑소니사고,2021082400100202,2021년 8월 24일 13시,화요일,부산광역시 부산진구 연지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,64세,상해없음,보행자,여,25세,경상
뺑소니사고,2021082400100377,2021년 8월 24일 18시,화요일,부산광역시 부산진구 범천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,48세,상해없음,보행자,여,23세,경상
